Sample_id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9,Class_10
193,0.6727306229,0.0791939796,0.0014323799,0.0199906845,0.0690818989,0.0214268675,0.0690915768,0.0244344624,0.0221077773,0.0205097502
194,0.1673859832,0.0186609731,0.0951359693,0.0070953602,0.1167805715,0.0179299875,0.0375531102,0.0093359409,0.5191236540,0.0109984500
195,0.7168774244,0.0398468432,0.0006804686,0.0464501789,0.0779966866,0.0141032195,0.0638013015,0.0177156928,0.0076127908,0.0149153938
196,0.0262590984,0.0385092120,0.8821179070,0.0018465804,0.0169120468,0.0155022645,0.0068260152,0.0018205008,0.0077344071,0.0024719677
197,0.0677761676,0.5687604346,0.2725912410,0.0155538546,0.0129074011,0.0274385856,0.0087062365,0.0012649293,0.0210702138,0.0039309357
198,0.8140275852,0.1111286363,0.0009144616,0.0031293040,0.0138760725,0.0020034341,0.0399111840,0.0085795550,0.0003558666,0.0060739008
199,0.3771722058,0.3689468093,0.0586931782,0.0375797180,0.0110009111,0.0062133964,0.0851875808,0.0269446542,0.0041648895,0.0240966567
200,0.7091677027,0.0159691328,0.0023299903,0.0880026506,0.0461225892,0.0207247283,0.0223590242,0.0308282583,0.0013006560,0.0631952674
201,0.0735654707,0.8746734910,0.0029706064,0.0155064888,0.0051714954,0.0009485777,0.0254373854,0.0003127733,0.0002352926,0.0011784187
202,0.5688418276,0.0678311437,0.0232587158,0.0880462026,0.0722111044,0.0754226266,0.0427320158,0.0075830782,0.0362721689,0.0178011164
203,0.4318666235,0.0062908686,0.0015688929,0.0821499066,0.0696535243,0.0608277357,0.2996063982,0.0169051135,0.0049870944,0.0261438423
204,0.8869204858,0.0826401186,0.0010207415,0.0011986253,0.0075764802,0.0020370739,0.0098469532,0.0014285018,0.0003042106,0.0070268092
205,0.1695491979,0.2743185294,0.1900932828,0.1411846865,0.0430868877,0.1174542545,0.0273926920,0.0035389357,0.0182265568,0.0151549768
206,0.5887136137,0.2595567037,0.0057897647,0.0169106570,0.0359918121,0.0435591651,0.0184468318,0.0222885127,0.0029013970,0.0058415422
207,0.0862424481,0.0606190096,0.2506995553,0.0231550430,0.0312911778,0.3836713820,0.0134451049,0.0035742405,0.1331294766,0.0141725621
208,0.7574620469,0.0840571319,0.0075750603,0.0352580773,0.0160284724,0.0405329413,0.0173631529,0.0312385731,0.0007410877,0.0097434562
209,0.1614657763,0.2520467873,0.0897154781,0.1101483102,0.2019415158,0.0606099580,0.0615725836,0.0035746234,0.0507131710,0.0082117964
210,0.0583068670,0.0243258596,0.7225546190,0.0260478652,0.0193628399,0.0727961286,0.0242176291,0.0078916813,0.0410503881,0.0034461223
211,0.6375507430,0.0728712621,0.0196231698,0.1501075937,0.0195364848,0.0358422006,0.0179774598,0.0385571627,0.0007181572,0.0072157663
212,0.0667721887,0.1914756547,0.1246806516,0.1222823110,0.1801352869,0.1004359121,0.0648017614,0.0047463809,0.1365385723,0.0081312805
213,0.3119540623,0.0547138344,0.0046701591,0.2200390439,0.0545226384,0.1256090518,0.0402663832,0.0708229815,0.0057703139,0.1116315314
214,0.8761916719,0.0280314371,0.0013826728,0.0054028198,0.0343067561,0.0043416232,0.0153599656,0.0107349040,0.0012073259,0.0230408237
215,0.8925857155,0.0609902600,0.0071574993,0.0004770542,0.0138477726,0.0014134025,0.0119017607,0.0084946411,0.0002708078,0.0028610864
216,0.6589526933,0.1056840917,0.0043632107,0.0169895690,0.0780735492,0.0468334578,0.0533689397,0.0239189622,0.0065630518,0.0052524746
217,0.7230665115,0.0014188851,0.0017520619,0.0087577884,0.0697056410,0.0508885233,0.0572966792,0.0491888490,0.0059171873,0.0320078733
218,0.2539414856,0.7022406043,0.0037606808,0.0066848625,0.0091654833,0.0029051417,0.0129234302,0.0031612902,0.0035444801,0.0016725413
219,0.3232525158,0.1173789188,0.0564356454,0.1243208673,0.0787903494,0.1853411143,0.0340870398,0.0116036932,0.0217803962,0.0470094599
220,0.6705312923,0.1937967235,0.0059746948,0.0271682751,0.0173556990,0.0339465293,0.0209899534,0.0251335438,0.0014712716,0.0036320172
221,0.6068601505,0.0454635641,0.0393182630,0.0224639881,0.1105493225,0.0754575018,0.0450365274,0.0411690841,0.0099339354,0.0037476631
222,0.6670504968,0.0141959706,0.0209404112,0.0585495830,0.0420813038,0.0134043328,0.0159283327,0.1445800609,0.0026098926,0.0206596156
223,0.7973873781,0.0763484454,0.0110033321,0.0021342979,0.0260475543,0.0027237429,0.0143765883,0.0167553100,0.0003657672,0.0528575838
224,0.8287023411,0.0396234370,0.0023575483,0.0455713295,0.0412296639,0.0109307504,0.0121104003,0.0112624196,0.0032750347,0.0049370752
225,0.5304135615,0.2859214651,0.0226662674,0.0934908400,0.0256067596,0.0195914941,0.0142340408,0.0012621654,0.0006364962,0.0061769099
226,0.1498167239,0.4674215153,0.0366205273,0.1088947211,0.0374226381,0.0999802513,0.0640564555,0.0090550136,0.0131900570,0.0135420969
227,0.8212748245,0.0674342730,0.0185942025,0.0021273947,0.0472035011,0.0082154535,0.0285389829,0.0040616870,0.0003161973,0.0022334835
228,0.1205498897,0.4124236561,0.0931608828,0.2040889142,0.0243913283,0.1143209940,0.0115382889,0.0019619926,0.0105891917,0.0069748617
229,0.0519638707,0.0424846757,0.8127285249,0.0029473010,0.0063315951,0.0587421736,0.0087497526,0.0005805466,0.0106306897,0.0048408701
230,0.7210709397,0.0866819761,0.0067705335,0.0055960416,0.1024884920,0.0026258862,0.0595727926,0.0106595769,0.0014608423,0.0030729192
231,0.4577557860,0.1081208493,0.2280801591,0.0164490049,0.0593085394,0.0304655072,0.0465557902,0.0363935690,0.0025093291,0.0143614659
232,0.2181909431,0.0150867587,0.1232469881,0.1396748225,0.0667610739,0.2653458689,0.0352795911,0.0557844454,0.0110087478,0.0696207607
233,0.5415889368,0.0963537847,0.0052748119,0.1723127712,0.0866935914,0.0160799955,0.0480437672,0.0077519270,0.0055166323,0.0203837820
234,0.7197105702,0.0443991675,0.0359213635,0.0032723099,0.0722712385,0.0133744365,0.0710156565,0.0196477995,0.0034593257,0.0169281322
235,0.6884757449,0.0028665991,0.0026012450,0.0360365970,0.0559273548,0.0753171407,0.0578976918,0.0599345063,0.0018486255,0.0190944949
236,0.8215505896,0.0353264269,0.0047187369,0.0039121087,0.0452461035,0.0051572685,0.0395086852,0.0323698994,0.0010588958,0.0111512854
237,0.2249211109,0.1430273989,0.3489478937,0.0530067612,0.0644679752,0.0852078925,0.0291651613,0.0236556364,0.0112691309,0.0163310390
238,0.1040052666,0.0363118263,0.0534890366,0.0538081699,0.2949611626,0.3237941666,0.0655198866,0.0079648635,0.0498956025,0.0102500188
239,0.6897125518,0.0179293382,0.0079084587,0.0038921012,0.0518288490,0.0217211510,0.0512186707,0.0824927262,0.0023308590,0.0709652943
240,0.6857112474,0.0237776066,0.0186115023,0.0076834674,0.0428820065,0.0314796769,0.0321338016,0.1512172402,0.0023773918,0.0041260594
241,0.1925311375,0.0443383761,0.0092233635,0.0087399067,0.0231780067,0.0158980694,0.0385837973,0.5831514659,0.0269328037,0.0574230732
242,0.7317650753,0.1481518520,0.0027574941,0.0259038589,0.0195144938,0.0080049207,0.0307205805,0.0148515507,0.0022931529,0.0160370212
243,0.6138769521,0.0218936529,0.0020798484,0.0083944597,0.0480909919,0.0178227788,0.1485009576,0.1088025550,0.0030527011,0.0274851026
244,0.7897199706,0.1648546789,0.0029847532,0.0120591382,0.0088301189,0.0076218635,0.0039481359,0.0067961753,0.0007612928,0.0024238727
245,0.6757249215,0.0290231684,0.0487938823,0.0056663832,0.1106545033,0.0504584614,0.0240580560,0.0085162084,0.0383822502,0.0087221654
246,0.5438304600,0.3411039953,0.0205304231,0.0329570693,0.0232414062,0.0034226967,0.0214058857,0.0036157924,0.0006944002,0.0091978710
247,0.2035481068,0.1858303702,0.2324967635,0.0184047740,0.0458122871,0.1915926560,0.0525712000,0.0063359825,0.0503442387,0.0130636211
248,0.2674804436,0.5764482757,0.0501378136,0.0461645176,0.0032139082,0.0408044601,0.0035118992,0.0016421836,0.0049637996,0.0056326987
249,0.6094786542,0.1340733646,0.0693078005,0.0333757192,0.0329142857,0.0182280232,0.0602966977,0.0050407835,0.0054058050,0.0318788665
250,0.0984933319,0.8823543764,0.0009653625,0.0104300715,0.0015678964,0.0011054517,0.0028117188,0.0005978984,0.0001715466,0.0015023460
251,0.9620190888,0.0150530203,0.0004705654,0.0003387817,0.0080103468,0.0027753928,0.0057911104,0.0033600897,0.0001647607,0.0020168434
252,0.4140148988,0.1157521962,0.0141896172,0.1266012145,0.0810245192,0.0844230434,0.0751584753,0.0263498621,0.0068561570,0.0556300163
253,0.8374390421,0.0594803813,0.0008609180,0.0104819458,0.0586467907,0.0016598684,0.0176488881,0.0084455137,0.0007021541,0.0046344977
254,0.1722220395,0.1396763679,0.6183249814,0.0087611260,0.0260067993,0.0081538814,0.0131257265,0.0031334018,0.0035312389,0.0070644373
255,0.9304616127,0.0147157881,0.0004466707,0.0032722430,0.0249653087,0.0145721862,0.0076854372,0.0020026666,0.0000807726,0.0017973143
256,0.6860670016,0.2281182343,0.0008913978,0.0131866325,0.0032222507,0.0031346842,0.0418608067,0.0097989417,0.0002528946,0.0134671559
257,0.7600518527,0.0133144942,0.0008472858,0.0045357238,0.0855974757,0.0102316152,0.0525416217,0.0622974309,0.0030445929,0.0075379069
258,0.4264112478,0.1744525890,0.0237972114,0.1634043378,0.0301618436,0.0641119156,0.0419266795,0.0489278920,0.0093454071,0.0174608762
259,0.9226451754,0.0072662174,0.0007734456,0.0016006907,0.0163222872,0.0018190696,0.0311788136,0.0142190560,0.0001343120,0.0040409327
260,0.4373564658,0.3011704029,0.0077190923,0.1696193031,0.0182276900,0.0287086743,0.0280500909,0.0026499190,0.0010976661,0.0054006957
261,0.2116965143,0.0076428019,0.0061003995,0.0393440021,0.0143877372,0.6890348854,0.0153542716,0.0066543575,0.0016849452,0.0081000852
262,0.3364760733,0.5605067003,0.0014073312,0.0542295033,0.0306966698,0.0021547647,0.0071454984,0.0026286390,0.0017871824,0.0029676377
263,0.8452321847,0.0577914069,0.0303218636,0.0016481269,0.0130440940,0.0076622793,0.0197271847,0.0135613011,0.0004574959,0.0105540628
264,0.4438625818,0.1190611003,0.0144989532,0.0753986835,0.2020379647,0.0335905068,0.0693572182,0.0040515970,0.0036753091,0.0344660854
265,0.1182549396,0.0708649227,0.0046020107,0.6557700014,0.0343649791,0.0892079640,0.0153985308,0.0025277701,0.0010618223,0.0079470594
266,0.0299076986,0.0876039694,0.0128475641,0.8236254321,0.0062629337,0.0188924132,0.0095035627,0.0040681778,0.0008779142,0.0064103343
267,0.8492206868,0.0525151789,0.0191226276,0.0006575076,0.0509459494,0.0023309643,0.0187540506,0.0010572470,0.0025909437,0.0028048441
268,0.4331588054,0.0239256984,0.0109951492,0.0331626146,0.0296384779,0.0941279542,0.0659619634,0.2851111087,0.0031375284,0.0207806999
269,0.8778824822,0.0423621178,0.0002703681,0.0264183432,0.0044466238,0.0037207317,0.0288965978,0.0098481041,0.0003368584,0.0058177729
270,0.2052005450,0.0061945373,0.0024992743,0.0131036042,0.1454252632,0.0570742290,0.0612836424,0.3846280926,0.0071565615,0.1174342505
271,0.5194820766,0.2307912164,0.0017245662,0.1113624176,0.0241828167,0.0183562865,0.0805515875,0.0047818625,0.0011939109,0.0075732592
272,0.2260972345,0.5991906569,0.0842944324,0.0215372759,0.0083490869,0.0093514419,0.0310705928,0.0010352372,0.0090076286,0.0100664129
273,0.2125255676,0.0517329254,0.0592683044,0.0474586877,0.1142720818,0.3001589074,0.1270432436,0.0385220441,0.0042471499,0.0447710880
274,0.1699713967,0.1073916213,0.0202248794,0.1911768345,0.1327121848,0.2263225162,0.0323833454,0.0106244346,0.0977357801,0.0114570070
275,0.1477596127,0.0226146471,0.0045363222,0.0655769482,0.2023172248,0.0266377260,0.0695149707,0.4177155061,0.0090981784,0.0342288637
276,0.5071777038,0.2024958747,0.0036685886,0.0110528465,0.0883943061,0.0550612933,0.0860991738,0.0194661086,0.0179509808,0.0086331238
277,0.8302606922,0.0173482701,0.0049632763,0.0040499003,0.0418633671,0.0143695755,0.0350369481,0.0451598685,0.0011232012,0.0058249006
278,0.8459933331,0.0899893076,0.0035917743,0.0023775085,0.0081155575,0.0048666760,0.0157402492,0.0167637162,0.0108678648,0.0016940127
279,0.3270011916,0.0545821876,0.0127546826,0.3367077720,0.0630186976,0.0574352046,0.0396012195,0.0884134942,0.0088735772,0.0116119732
280,0.6577788042,0.0500001066,0.0172442555,0.0039084697,0.0772414223,0.0549038574,0.1068845405,0.0164130053,0.0090415934,0.0065839452
281,0.1834911790,0.0170637341,0.0770945407,0.1150359546,0.2686105810,0.1761642684,0.0622901187,0.0331293200,0.0078268827,0.0592934208
282,0.9584306775,0.0170509937,0.0063779171,0.0044984715,0.0042377945,0.0016891243,0.0034895686,0.0017480086,0.0000655804,0.0024118638
283,0.8691047216,0.0100047926,0.0004731780,0.0016167804,0.0162310591,0.0073559118,0.0147558498,0.0728725548,0.0005387626,0.0070463894
284,0.7507738535,0.0124711007,0.0033883494,0.0301800414,0.0509378794,0.1004420182,0.0133256166,0.0275547591,0.0027657901,0.0081605917
285,0.4635734790,0.0438032959,0.0045029292,0.0119575147,0.0117850423,0.0191792009,0.0435114386,0.3939953332,0.0007166682,0.0069750981
286,0.1186924486,0.4957695599,0.2939345540,0.0127371249,0.0038562884,0.0461894258,0.0155680404,0.0016604240,0.0041388424,0.0074532916
287,0.0770663309,0.0497065678,0.1018269263,0.0585343204,0.3902292454,0.0683882308,0.0731236045,0.0448042758,0.0789958019,0.0573246962
288,0.5341809534,0.0077033089,0.0042581794,0.0054270511,0.0918840582,0.0246892410,0.0325049298,0.0415726073,0.0193012845,0.2384783864
289,0.4885166147,0.0397126950,0.0019151576,0.0738371351,0.0760060282,0.0068654428,0.1981849645,0.0911591083,0.0015204849,0.0222823691
290,0.6323512125,0.2961617406,0.0036101072,0.0125942223,0.0075202989,0.0153143513,0.0161013356,0.0071795614,0.0001851479,0.0089820223
291,0.9576279887,0.0085323892,0.0016326653,0.0036366335,0.0074269622,0.0053851962,0.0065231451,0.0026848863,0.0003468394,0.0062032942
292,0.7578292724,0.0141528260,0.0010222833,0.0417851182,0.0814000831,0.0213749876,0.0198122004,0.0539163803,0.0005960181,0.0081108305
293,0.0934394196,0.0236632406,0.3423807551,0.0480420354,0.0256744153,0.1251358465,0.0357081323,0.0243410755,0.0461732564,0.2354418234
294,0.7338714258,0.0141007013,0.0014133538,0.0072829006,0.0550528196,0.0482038709,0.1040099697,0.0235477108,0.0019692202,0.0105480273
295,0.5179719979,0.0058953802,0.0026371452,0.0449507429,0.0995750096,0.1570170709,0.0366760027,0.1226088985,0.0005667887,0.0121009635
296,0.5204983449,0.0787525303,0.0245708815,0.0736892585,0.0138540094,0.2167565134,0.0200412096,0.0127865423,0.0238710937,0.0151796165
297,0.8942126608,0.0400406200,0.0085103129,0.0035726911,0.0182104994,0.0125011670,0.0056310103,0.0048771581,0.0018552036,0.0105886769
298,0.6032068383,0.2649088124,0.0072556621,0.0164186398,0.0309374111,0.0338881732,0.0211557339,0.0177133208,0.0011994054,0.0033160030
299,0.9011665427,0.0228762924,0.0039567839,0.0040080034,0.0071610880,0.0027128826,0.0397047200,0.0135601170,0.0024411772,0.0024123929
300,0.6103185018,0.2728149548,0.0040041776,0.0066093134,0.0392653255,0.0050957559,0.0418972203,0.0124796974,0.0005062331,0.0070088202
301,0.8049768306,0.0109989117,0.0034568122,0.0005937584,0.0159793037,0.0027353090,0.0224647677,0.1251894787,0.0010094030,0.0125954251
302,0.8622227774,0.0121137500,0.0010046604,0.0020193103,0.0383212392,0.0037898868,0.0060142786,0.0609575814,0.0005267664,0.0130297494
303,0.1070807581,0.0081825371,0.0080674282,0.0117626546,0.0605857559,0.3454497849,0.0686544313,0.2132939254,0.1226047620,0.0543179627
304,0.8121099159,0.0293624181,0.0143719094,0.0069099889,0.0402738306,0.0139463823,0.0254330518,0.0310975813,0.0025562160,0.0239387056
305,0.0455818993,0.0637231448,0.5623887519,0.0215771199,0.0161908096,0.2433755663,0.0085099493,0.0017689382,0.0269584300,0.0099253908
306,0.8058928552,0.1470784691,0.0046411489,0.0020651655,0.0040858058,0.0028525432,0.0100220221,0.0170362539,0.0024111176,0.0039146187
307,0.9087067668,0.0048587508,0.0002602469,0.0028044566,0.0117399059,0.0009986347,0.0233663574,0.0373948262,0.0001625263,0.0097075285
308,0.9708925508,0.0198176040,0.0002996966,0.0020373458,0.0015123328,0.0003929890,0.0034934915,0.0004191297,0.0000281870,0.0011066729
309,0.2148817456,0.0936461394,0.0115094391,0.0131173707,0.2801575766,0.0523582801,0.1708214455,0.1211920773,0.0093435548,0.0329723708
310,0.7944451768,0.1001619628,0.0019140841,0.0025933591,0.0740278875,0.0030363177,0.0154691099,0.0048621560,0.0009943154,0.0024956306
311,0.7513686646,0.0158742325,0.0036541118,0.0033199320,0.0578768693,0.0240040464,0.0180369235,0.1181550085,0.0013944224,0.0063157890
312,0.0325444331,0.0089190242,0.9212152655,0.0007593633,0.0048901569,0.0066068020,0.0093457089,0.0071266155,0.0047787604,0.0038138701
313,0.2245086695,0.7378248141,0.0043148938,0.0229401987,0.0017994845,0.0015604889,0.0053923683,0.0006260711,0.0001670142,0.0008659969
314,0.2694275544,0.2999426809,0.1898502467,0.0467580933,0.0705099034,0.0165422462,0.0694172781,0.0026577400,0.0304041752,0.0044900818
315,0.1121092314,0.5689244943,0.1406667787,0.0223405770,0.0217664692,0.0938295916,0.0185323320,0.0013661966,0.0167150791,0.0037492502
316,0.1904024604,0.0267576030,0.4229748262,0.0104450635,0.0650904252,0.0561766966,0.0613333094,0.0178493169,0.0819306833,0.0670396156
317,0.3174488333,0.2717821788,0.2955822746,0.0061019804,0.0047162570,0.0381700305,0.0121720999,0.0021397321,0.0472837504,0.0046028628
318,0.7485332087,0.0428893939,0.0078912532,0.0028226255,0.0486701457,0.0363067158,0.0450538162,0.0474466537,0.0112032713,0.0091829162
319,0.4629655115,0.4329821894,0.0219083206,0.0099070746,0.0071534526,0.0130113972,0.0306237659,0.0097262340,0.0070634874,0.0046585668
320,0.9384838603,0.0144224899,0.0022426262,0.0018641008,0.0099757538,0.0029836789,0.0240838880,0.0018018543,0.0002605984,0.0038811495
321,0.8392687751,0.0790863797,0.0078081883,0.0104564650,0.0224332337,0.0053549121,0.0123798238,0.0083991801,0.0002463736,0.0145666685
322,0.2052187025,0.6550674366,0.0144018940,0.0367191789,0.0246938696,0.0057699480,0.0220243523,0.0032158871,0.0193704213,0.0135183096
323,0.2425746499,0.0040520782,0.0055433015,0.0033784010,0.0453798650,0.0200358076,0.0171921167,0.6461727129,0.0020219733,0.0136490940
324,0.7970488359,0.0312681604,0.0232587717,0.0050950169,0.0280832172,0.0137183830,0.0311862389,0.0494843057,0.0011610178,0.0196960527
325,0.9787773115,0.0108283006,0.0003051229,0.0002826029,0.0020545177,0.0006379612,0.0009070961,0.0026932155,0.0000313996,0.0034824720
326,0.3834956472,0.0103062173,0.0021610523,0.0064152085,0.0653716727,0.0264680670,0.0554761016,0.4010380768,0.0079285827,0.0413393739
327,0.1058656865,0.0342070276,0.1277747115,0.0109165482,0.0815472914,0.5144701235,0.0177119841,0.0092987900,0.0896260536,0.0085817836
328,0.6290976291,0.0503939602,0.0115819276,0.0587973880,0.1382355186,0.0443687829,0.0373755763,0.0130067688,0.0077963845,0.0093460639
329,0.7968964845,0.0489505256,0.0013365988,0.0318576489,0.0546831127,0.0087278308,0.0314787837,0.0218398519,0.0003512506,0.0038779125
330,0.9378731488,0.0109857809,0.0001929344,0.0020250337,0.0165277329,0.0019933133,0.0217597751,0.0067580124,0.0001192846,0.0017649838
331,0.7630340973,0.0244434894,0.0011472670,0.1039199613,0.0251078167,0.0049234243,0.0289310074,0.0302981593,0.0011416156,0.0170531618
332,0.2167329268,0.0371105706,0.5230823800,0.0028794111,0.0299110572,0.0219832359,0.0243859251,0.1293597890,0.0024237796,0.0121309247
333,0.7316240544,0.0578217664,0.0449834913,0.0141716193,0.0126991978,0.0228526740,0.0254487429,0.0378161150,0.0073016042,0.0452807345
334,0.9449521684,0.0115514074,0.0019012296,0.0002822992,0.0130551722,0.0007929057,0.0162181492,0.0040954109,0.0000947725,0.0070564849
335,0.9309967791,0.0122026669,0.0016500062,0.0010383828,0.0106270126,0.0106816449,0.0048734406,0.0176014553,0.0008582998,0.0094703118
336,0.8862341210,0.0223674259,0.0014623694,0.0025421183,0.0053436424,0.0070681656,0.0079269518,0.0599032275,0.0005985519,0.0065534262
